,Title,Awards,Wins,Nominations,Golden Globes Won,Golden Globes Nominated,Oscars Nominated,Oscars Won,Bafta Nominated,Bafta Won,PrimeTime Won,PrimeTime Nominated
6634,Bennington Gothique,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6657,Arman ja viimeinen ristiretki,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6660,Queens & Cowboys: A Straight Year on the Gay Rodeo,5 wins.,['5'],[],[],[],[],[],[],[],[],[]
6663,Alice,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
6664,Brave Men's Blood,4 nominations.,[],['4'],[],[],[],[],[],[],[],[]
6675,The Ambassador to Bern,3 wins & 4 nominations.,['3'],['4'],[],[],[],[],[],[],[],[]
6682,The Kingdom of Dreams and Madness,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6691,The Gauntlet,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6697,Ambush,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6705,Toxic Hot Seat,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6714,B&b; de boca en boca,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
6722,Secret Love,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
6724,A to Z,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6799,All in with Laila Ali,4 wins.,['4'],[],[],[],[],[],[],[],[],[]
6803,Bnei Aruba,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
6806,Big Girl,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
6808,Homecoming,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6816,Trailer Park Boys: Don't Legalize It,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6828,Big History,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6837,Clarence,Nominated for 1 Primetime Emmy. Another 1 nomination.,[],['1'],[],[],[],[],[],[],[],['1']
6867,Bloody Knuckles,3 wins & 4 nominations.,['3'],['4'],[],[],[],[],[],[],[],[]
6874,El Beso,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6890,Grease XXX: A Parody,6 wins & 3 nominations.,['6'],['3'],[],[],[],[],[],[],[],[]
6893,The Internet's Own Boy: The Story of Aaron Swartz,4 wins & 2 nominations.,['4'],['2'],[],[],[],[],[],[],[],[]
6900,All at Sea,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
6904,Caper,1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],[]
6912,Yearbook,5 wins & 3 nominations.,['5'],['3'],[],[],[],[],[],[],[],[]
6918,Last Days in Vietnam,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,['4'],['9'],[],[],['1'],[],[],[],[],[]
6920,2013 World Series,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
6921,@midnight,Won 2 Primetime Emmys. Another 3 nominations.,[],['3'],[],[],[],[],[],[],['2'],[]
6929,Ai Weiwei: The Fake Case,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
6933,The African Americans: Many Rivers to Cross with Henry Louis Gates; Jr.,4 wins.,['4'],[],[],[],[],[],[],[],[],[]
6946,Once in a Lifetime,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
6963,Animals,9 wins & 1 nomination.,['9'],['1'],[],[],[],[],[],[],[],[]
6969,Nightsatan and the Loops of Doom,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6970,But I'm Chris Jericho!,5 nominations.,[],['5'],[],[],[],[],[],[],[],[]
6976,Borderland,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6985,A Short History of the Highrise,3 wins & 1 nomination.,['3'],['1'],[],[],[],[],[],[],[],[]
6986,The Real Housewives of Horror,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
7001,Alaska Gold Diggers,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7006,Confusion Through Sand,4 wins & 3 nominations.,['4'],['3'],[],[],[],[],[],[],[],[]
7008,Emergency Calls,2 wins & 4 nominations.,['2'],['4'],[],[],[],[],[],[],[],[]
7022,Boys,9 wins & 7 nominations.,['9'],['7'],[],[],[],[],[],[],[],[]
7031,Bedlam,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
7045,Whitey: United States of America v. James J. Bulger,3 wins & 3 nominations.,['3'],['3'],[],[],[],[],[],[],[],[]
7061,Brojects,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7072,About a Girl,8 wins & 3 nominations.,['8'],['3'],[],[],[],[],[],[],[],[]
7076,Ask a Slave,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7083,19-2,6 wins & 25 nominations.,['6'],['25'],[],[],[],[],[],[],[],[]
7091,Benched,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7100,Air Rescue,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7101,3 A.M. 3D: Part 2,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7119,Bloody Slumber Party,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
7129,A Day Late and a Dollar Short,2 wins & 16 nominations.,['2'],['16'],[],[],[],[],[],[],[],[]
7133,Fantasmas de la ruta,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7142,Parasyte: The Maxim,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7162,Barbarous Mexico,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
7171,Fallen Angel,1 win & 5 nominations.,['1'],['5'],[],[],[],[],[],[],[],[]
7176,Soul Mates,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7184,The Mafia Kills Only in Summer,15 wins & 20 nominations.,['15'],['20'],[],[],[],[],[],[],[],[]
7190,Embarrassing Bodies Down Under,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7215,Artist,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7217,Finn,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
7230,Justin Timberlake Ft. Jay-Z: Suit & Tie,2 wins & 5 nominations.,['2'],['5'],[],[],[],[],[],[],[],[]
7239,Android Cop,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7245,Spring,4 wins & 10 nominations.,['4'],['10'],[],[],[],[],[],[],[],[]
7252,BoJack Horseman,2 wins & 6 nominations.,['2'],['6'],[],[],[],[],[],[],[],[]
7255,Restoration of Paradise: The Bolsa Chica Wetlands - Behind the Scenes,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7263,Taking My Parents to Burning Man,4 wins & 4 nominations.,['4'],['4'],[],[],[],[],[],[],[],[]
7270,Oblivion Season,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
7310,Dolphins,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
7339,Michael Bublé's 3rd Annual Christmas Special,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
7361,Number One Fan,1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],[]
7371,Humor,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
7374,Sigur Rós: Valtari,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7389,The Tonight Show Starring Jimmy Fallon,Won 2 Primetime Emmys. Another 7 wins & 23 nominations.,['7'],['23'],[],[],[],[],[],[],['2'],[]
7403,Rabbit,3 wins.,['3'],[],[],[],[],[],[],[],[],[]
7405,Alec Mapa: Baby Daddy,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
7415,Something Must Break,7 wins & 9 nominations.,['7'],['9'],[],[],[],[],[],[],[],[]
7426,A Teia,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7429,Having Fun Up There,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
7431,Freedom Summer,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7433,Happiness,2 wins & 3 nominations.,['2'],['3'],[],[],[],[],[],[],[],[]
7451,Patterns of Evidence: The Exodus,6 wins.,['6'],[],[],[],[],[],[],[],[],[]
7455,Bosteri unterm Rad,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
7467,Amores Roubados,9 wins & 5 nominations.,['9'],['5'],[],[],[],[],[],[],[],[]
7473,Untucked,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7475,Jack,6 wins & 7 nominations.,['6'],['7'],[],[],[],[],[],[],[],[]
7476,Chopped Canada,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7491,The Gift,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7492,Happily Ever After,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
7499,Anne & Alet,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7502,Auf den Hund gekommen,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7504,When Under Fire: Shoot Back!,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7513,Breadwinners,5 nominations.,[],['5'],[],[],[],[],[],[],[],[]
7528,Black-ish,Nominated for 4 Primetime Emmys. Another 18 wins & 40 nominations.,['18'],['40'],[],[],[],[],[],[],[],['4']
7540,Shadow,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
7543,Kings of The Wind & Electric Queens,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7550,The Cavalry,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7559,Together,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7561,Mozart in the Jungle,Won 2 Golden Globes. Another 3 wins & 3 nominations.,['3'],['3'],['2'],[],[],[],[],[],[],[]
7563,Bosch,Nominated for 1 Primetime Emmy. Another 4 nominations.,[],['4'],[],[],[],[],[],[],[],['1']
7576,1983,5 wins.,['5'],[],[],[],[],[],[],[],[],[]
7583,See No Evil,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
7597,Stop at Nothing: The Lance Armstrong Story,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7621,Memories,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7632,From Iran; a Separation,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7633,Breaking Ice,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7636,Chirp,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7642,Relentless,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7652,The Incident,8 wins.,['8'],[],[],[],[],[],[],[],[],[]
7664,Adventure,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7674,Ciega a citas,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7683,14 Tagebücher des Ersten Weltkriegs,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7688,Aldnoah.Zero,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7698,Scars of Cambodia,3 wins & 2 nominations.,['3'],['2'],[],[],[],[],[],[],[],[]
7718,Three Times Manon,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7724,Construction,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7732,Mulheres de Abril,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7734,Poka - Heisst Tschüss auf Russisch,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
7735,Diablo III: Reaper of Souls,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7736,Date Night,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7742,Chicagoland,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7751,Jane the Virgin,Won 1 Golden Globe. Another 12 wins & 39 nominations.,['12'],['39'],['1'],[],[],[],[],[],[],[]
7753,Party Time Party Time,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7756,The High Five,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
7759,Cilla,3 wins & 5 nominations.,['3'],['5'],[],[],[],[],[],[],[],[]
7779,One Day of Betty,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7790,Fall,6 nominations.,[],['6'],[],[],[],[],[],[],[],[]
7794,Billy Connolly's Big Send Off,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7813,2014,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7814,Little Brother,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
7823,Awaiting Lazarus,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7840,Signed; Sealed; Delivered,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7855,Once Upon a Time,6 wins & 2 nominations.,['6'],['2'],[],[],[],[],[],[],[],[]
7886,Panic Button,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7902,All Over the Place: Australia,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7907,Árvore da Vida: Madeira,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7923,Breviário Biltre,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
7924,Fate/stay night: Unlimited Blade Works,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
7967,Te Amo! Shabbat Shalom,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7978,The Princess and the Magic Mirror,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7986,All-Star Orchestra,1 win.,['1'],[],[],[],[],[],[],[],[],[]
7989,Cesar 911,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
7994,Old School,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
8003,Rusty Scraps of Metal,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8014,21 Years: Richard Linklater,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8028,Raging Balls of Steel Justice,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8053,The Game Changer,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8056,Turbulence,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
8061,39+1,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8066,Your Inner Fish,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8068,Unordinary Journey in an Ordinary Day,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8071,Day 40,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
8121,Orphans & Kingdoms,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
8125,Cara Fi,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8130,Ascension,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8132,Danny and the Wild Bunch,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
8133,Settling,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8136,Black Comedy,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8166,Além do Horizonte,8 nominations.,[],['8'],[],[],[],[],[],[],[],[]
8176,Unfriended,3 wins & 2 nominations.,['3'],['2'],[],[],[],[],[],[],[],[]
8192,Court,15 wins & 6 nominations.,['15'],['6'],[],[],[],[],[],[],[],[]
8205,Bollywood Dreams,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8232,Pela Boca Morre o Peixe,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8259,Nighthawks,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8265,Chip,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8288,Akame ga Kill!,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8320,A Rainy Day,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8333,Speed Dating,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
8338,Asterix and Obelix: Mansion of the Gods,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
8346,Maradona '86,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8349,Sweet Sixteen,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8445,Be a Pro,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
8452,In the Turn,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8453,Greece,4 wins & 7 nominations.,['4'],['7'],[],[],[],[],[],[],[],[]
8474,Grumpy Cat's Worst Christmas Ever,4 nominations.,[],['4'],[],[],[],[],[],[],[],[]
8478,Peter De Rome: Grandfather of Gay Porn,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8486,All Hail King Julien,5 wins & 11 nominations.,['5'],['11'],[],[],[],[],[],[],[],[]
8516,Collita pròpia,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8524,Britain's Whale Hunters: The Untold Story,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8529,Bajo sospecha,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8543,Murdered by My Boyfriend,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8546,Is That You?,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8550,Dissolution,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8552,Too Late,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8567,The Promotion,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8583,Hamish & Andy's Gap Year South America,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
8589,Greed,1 win & 14 nominations.,['1'],['14'],[],[],[],[],[],[],[],[]
8623,What a Wonderful World,4 wins & 1 nomination.,['4'],['1'],[],[],[],[],[],[],[],[]
8688,Boogie Oogie,5 nominations.,[],['5'],[],[],[],[],[],[],[],[]
8690,Bogan Hunters,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8693,K'na; the Dreamweaver,3 wins & 1 nomination.,['3'],['1'],[],[],[],[],[],[],[],[]
8728,Flowers,8 wins & 15 nominations.,['8'],['15'],[],[],[],[],[],[],[],[]
8736,100 Things to Do Before High School,4 wins & 1 nomination.,['4'],['1'],[],[],[],[],[],[],[],[]
8738,Trophy Wife,4 nominations.,[],['4'],[],[],[],[],[],[],[],[]
8757,Bad Guys,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8772,Bill Maher: Live from D.C.,Nominated for 1 Primetime Emmy. Another 1 nomination.,[],['1'],[],[],[],[],[],[],[],['1']
8775,35 Diwrnod,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
8779,Campus Nightmares,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8781,The Price We Pay,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8788,Annaliza,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8810,Fear Thy Neighbor,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
8821,My Big Brother,1 win.,['1'],[],[],[],[],[],[],[],[],[]
8823,Apples From the Desert,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
8833,Camping Misadventures,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
8835,Confession,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
8846,Family Feud,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
8864,Bad Shorts,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8872,Chance,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
8941,Do I Sound Gay?,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
8942,Katy Perry: Dark Horse,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
8947,A morte é o único perdão,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
9033,Second Chances,2 wins & 5 nominations.,['2'],['5'],[],[],[],[],[],[],[],[]
9034,Picnic,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9037,2ª Dama,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9038,Salute! Sun Yat-Sen,4 wins & 5 nominations.,['4'],['5'],[],[],[],[],[],[],[],[]
9049,39 to Go,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9051,Encounters,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9053,Dora and Friends: Into the City!,3 wins & 7 nominations.,['3'],['7'],[],[],[],[],[],[],[],[]
9059,Da Zhang Fu,2 wins & 3 nominations.,['2'],['3'],[],[],[],[],[],[],[],[]
9092,Best Christmas Party Ever,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9108,Bad Lads,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9111,Spartans,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9124,13,4 wins & 2 nominations.,['4'],['2'],[],[],[],[],[],[],[],[]
9136,The Henry Ford's Innovation Nation,2 wins & 3 nominations.,['2'],['3'],[],[],[],[],[],[],[],[]
9147,Hunted: The War Against Gays in Russia,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9150,Ceux de 14,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
9171,The Way Things Are,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9174,America by the Numbers with Maria Hinojosa,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
9187,Bankerot,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
9197,Collapse,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
9210,Beiping wu zhan shi,6 wins & 5 nominations.,['6'],['5'],[],[],[],[],[],[],[],[]
9225,Starting Over,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9228,Carmilla,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
9260,Elf: Buddy's Musical Christmas,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],['1']
9266,Rock on Bones,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9278,Picture Perfect Pyramid,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9287,Grayson Perry: Who Are You?,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
9297,Bee and PuppyCat,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9308,Changing Minds: The Inside Story,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9311,Da gou gun,2 wins & 4 nominations.,['2'],['4'],[],[],[],[],[],[],[],[]
9312,Angry Birds Stella,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
9344,Buzz Bumble,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9395,L'attesa del maggio,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
9425,I Love You,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9475,Beauty,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9486,After School,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9507,Bugged,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9514,Beachwood Charter,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9530,Twisted,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
9541,Little Fish,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9544,Birth of a Beauty,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9552,Kan Wakan: Like I Need You,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9577,Biyahe ni Drew,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9580,Born Impact,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9581,Alisto!,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
9595,Alto Astral,1 win & 11 nominations.,['1'],['11'],[],[],[],[],[],[],[],[]
9657,Aftermath,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9677,The American Revolution,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9686,Robin Thicke: Blurred Lines,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
9711,Missing in Action: The LTC Don Faith Story,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9735,CBC News: Moncton Shooting,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9739,100th Canadian Tire National Skating Championships,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9740,Calgary Stampede,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9742,Cities in Blue,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9747,Meghan Trainor: All About That Bass,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9750,League of Legends: A New Dawn,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9783,Endangered Species,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9784,The Graveyard Shift,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
9841,Blaze and the Monster Machines,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9844,Bikkels,1 win.,['1'],[],[],[],[],[],[],[],[],[]
9845,Beestieboys,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9895,Sara,4 wins & 7 nominations.,['4'],['7'],[],[],[],[],[],[],[],[]
9917,Bighorror,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
9921,Three Meals a Day,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
10003,Deux amis,1 win.,['1'],[],[],[],[],[],[],[],[],[]
10062,Uyghurs: Prisoners of the Absurd,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
10151,Asso,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
10184,Before the War,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
10239,Brave Forward,3 wins & 4 nominations.,['3'],['4'],[],[],[],[],[],[],[],[]
10269,Final Destination,1 win.,['1'],[],[],[],[],[],[],[],[],[]
10323,Inuit Cree Reconciliation,1 win.,['1'],[],[],[],[],[],[],[],[],[]
10348,Manon,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
10356,Caryl a'r Lleill,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
10546,It's a Wonderful Life,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,['6'],['1'],[],[],['5'],[],[],[],[],[]
10550,Big Trouble in Little China,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
10551,Youngblood,1 win.,['1'],[],[],[],[],[],[],[],[],[]
10552,Youngblood,1 win.,['1'],[],[],[],[],[],[],[],[],[]
10553,Star Trek: The Next Generation,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,['16'],['60'],[],[],[],[],[],[],['18'],[]
10554,Star Trek: Voyager,Won 7 Primetime Emmys. Another 25 wins & 84 nominations.,['25'],['84'],[],[],[],[],[],[],['7'],[]
10555,Jerry Springer,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
10556,Spider-Man,Nominated for 2 Oscars. Another 14 wins & 56 nominations.,['14'],['56'],[],[],['2'],[],[],[],[],[]
10559,Audition,4 wins & 2 nominations.,['4'],['2'],[],[],[],[],[],[],[],[]
10560,The Punisher,1 win & 5 nominations.,['1'],['5'],[],[],[],[],[],[],[],[]
10561,Jurassic World,6 wins & 53 nominations.,['6'],['53'],[],[],[],[],[],[],[],[]
10562,Ant-Man,Nominated for 1 BAFTA Film Award. Another 2 wins & 28 nominations.,['2'],['28'],[],[],[],[],['1'],[],[],[]
10563,The Ultimate Gift,3 wins.,['3'],[],[],[],[],[],[],[],[],[]
10569,The Bill Engvall Show,2 wins & 4 nominations.,['2'],['4'],[],[],[],[],[],[],[],[]
10572,Goosebumps,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
10575,Green Lantern,2 wins & 5 nominations.,['2'],['5'],[],[],[],[],[],[],[],[]
10577,10 Cloverfield Lane,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
10580,Doctor Strange,1 win.,['1'],[],[],[],[],[],[],[],[],[]
